customer_id,age,annual_income,spending_score,days_since_last_purchase,credit_score,signup_date,region_Central,region_East,region_North,region_South,region_West
51,38.0,35935.884999999995,10.7,65.1,595.0,2020-07-08,False,False,False,True,False
52,30.0,35935.884999999995,26.9,35.4,613.0,2022-02-17,False,False,False,True,False
53,35.0,47730.61,17.5,51.7,572.0,2020-07-17,False,False,True,False,False
54,42.0,29229.92,22.0,87.4,710.0,2022-01-05,False,False,False,True,False
55,35.0,35935.884999999995,28.7,82.2,524.0,2024-10-01,False,False,True,False,False
56,46.0,35935.884999999995,17.7,12.3,615.0,2021-12-05,False,True,False,False,False
57,35.0,35935.884999999995,33.5,21.5,676.0,2023-05-21,False,False,False,True,False
58,35.0,36885.23,37.8,25.7,651.0,2021-06-25,False,False,False,False,True
59,35.0,35935.884999999995,77.6,12.5,647.0,2024-07-10,False,False,False,False,True
60,35.0,25871.26,48.5,0.7,648.0,2020-03-29,False,False,False,False,True
61,29.0,35935.884999999995,36.0,11.5,663.0,2024-02-03,False,False,False,True,False
62,32.0,35935.884999999995,25.6,99.1,570.0,2022-07-29,False,False,False,True,False
63,21.0,35935.884999999995,22.2,47.4,612.0,2023-01-03,False,False,False,True,False
64,20.0,35935.884999999995,46.1,25.1,629.0,2020-09-12,False,False,False,False,True
65,44.0,35935.884999999995,26.9,56.2,686.0,2022-02-14,False,True,False,False,False
66,35.0,35935.884999999995,21.0,80.8,648.0,2020-06-10,True,False,False,False,False
67,35.0,35935.884999999995,14.1,26.3,648.0,2023-02-04,False,True,False,False,False
68,47.0,35935.884999999995,22.1,37.6,709.0,2021-08-23,False,False,False,True,False
69,39.0,35935.884999999995,12.0,4.0,657.0,2024-08-25,True,False,False,False,False
70,27.0,35935.884999999995,26.3,54.5,644.0,2023-07-11,True,False,False,False,False
71,35.0,35935.884999999995,21.1,26.4,713.0,2023-06-20,False,True,False,False,False
72,53.0,30462.89,27.9,34.1,534.0,2024-12-18,False,False,False,False,True
73,34.0,35935.884999999995,25.8,33.0,648.0,2024-10-30,False,False,True,False,False
74,53.0,10464.05,38.1,60.0,595.0,2022-01-10,False,False,False,False,True
75,18.0,35935.884999999995,27.4,51.0,733.0,2023-03-28,False,False,False,False,True
76,44.0,39365.02,33.6,32.9,597.0,2021-01-28,True,False,False,False,False
77,36.0,35935.884999999995,33.8,1.0,625.0,2023-12-13,False,False,False,True,False
78,35.0,83260.3,30.8,58.2,525.0,2020-05-22,False,False,False,True,False
79,36.0,47455.65,32.3,127.0,679.0,2020-04-03,True,False,False,False,False
80,18.0,35935.884999999995,22.5,88.1,617.0,2023-09-16,False,False,False,False,True
81,35.0,35935.884999999995,54.7,239.8,607.0,2021-04-11,False,True,False,False,False
82,39.0,35935.884999999995,31.4,9.0,652.0,2024-05-02,False,False,True,False,False
83,52.0,35935.884999999995,6.5,15.1,516.0,2021-08-15,False,False,False,False,False
84,35.0,15438.14,13.1,46.5,595.0,2020-06-12,False,False,False,False,True
85,35.0,35935.884999999995,31.2,16.1,635.0,2024-10-17,False,False,True,False,False
86,28.0,35935.884999999995,23.3,2.1,767.0,2021-04-21,False,True,False,False,False
87,45.0,35935.884999999995,27.3,30.9,665.0,2024-11-09,False,False,True,False,False
88,38.0,54394.42,5.5,20.4,682.0,2020-07-25,True,False,False,False,False
89,35.0,38855.88,33.6,18.4,655.0,2022-02-17,False,False,True,False,False
90,41.0,35935.884999999995,7.6,183.7,850.0,2021-07-23,False,False,True,False,False
91,36.0,8462.43,52.0,16.3,722.0,2022-07-17,False,False,False,False,True
92,46.0,35935.884999999995,17.3,8.3,487.0,2023-07-25,False,False,False,False,True
93,26.0,35935.884999999995,30.4,8.0,668.0,2024-09-04,False,False,False,True,False
94,31.0,35935.884999999995,13.6,98.5,737.0,2022-01-17,False,False,True,False,False
95,35.0,33120.65,3.0,75.3,534.0,2020-11-29,True,False,False,False,False
96,18.0,35935.884999999995,12.5,8.3,658.0,2022-01-28,False,False,False,True,False
97,38.0,73963.21,22.0,14.9,607.0,2021-12-28,False,False,True,False,False
98,35.0,35935.884999999995,26.9,82.5,582.0,2021-03-05,False,False,False,False,True
99,35.0,35935.884999999995,66.2,19.3,757.0,2023-10-04,True,False,False,False,False
100,35.0,38348.01,26.0,239.5,597.0,2021-06-30,False,True,False,False,False
101,18.0,35935.884999999995,15.7,46.7,598.0,2023-12-08,False,False,False,True,False
102,29.0,35935.884999999995,43.6,12.8,578.0,2023-10-31,False,False,False,False,True
103,35.0,44296.46,21.9,117.5,563.0,2023-08-20,False,True,False,False,False
104,25.0,35935.884999999995,37.0,23.1,606.0,2020-05-26,False,False,True,False,False
105,35.0,50020.52,11.2,20.4,602.0,2023-06-01,True,False,False,False,False
106,39.0,35935.884999999995,44.7,23.8,648.0,2023-07-24,False,False,False,False,True
107,57.0,15931.0,13.3,87.7,648.0,2020-12-16,False,False,False,False,True
108,37.0,35935.884999999995,25.4,11.4,448.0,2022-12-29,True,False,False,False,False
109,35.0,35935.884999999995,25.1,28.9,658.0,2024-02-02,False,False,False,False,True
110,34.0,35935.884999999995,49.5,1.9,728.0,2021-05-16,False,False,False,False,True
111,18.0,24722.81,29.1,105.1,608.0,2020-11-30,False,False,True,False,False
112,35.0,276925.92,30.9,25.0,678.0,2022-08-04,False,False,False,True,False
113,35.0,35935.884999999995,41.5,17.1,630.0,2022-02-16,False,True,False,False,False
114,35.0,11808.9,11.8,52.0,838.0,2021-07-06,True,False,False,False,False
115,35.0,35935.884999999995,21.1,73.2,728.0,2023-08-03,False,True,False,False,False
116,38.0,35935.884999999995,43.6,100.6,581.0,2023-11-10,True,False,False,False,False
117,34.0,35935.884999999995,34.5,25.6,753.0,2023-02-14,True,False,False,False,False
118,35.0,35935.884999999995,22.4,100.4,843.0,2021-03-25,False,False,False,False,True
119,35.0,10240.01,98.58,37.5,633.0,2023-11-03,False,False,True,False,False
120,35.0,35935.884999999995,17.3,6.4,689.0,2021-10-26,True,False,False,False,False
121,44.0,35935.884999999995,17.5,112.4,731.0,2024-09-22,False,True,False,False,False
122,35.0,35935.884999999995,15.0,47.6,560.0,2024-04-22,False,False,False,True,False
123,51.0,29551.91,32.8,55.3,503.0,2024-05-08,False,True,False,False,False
124,35.0,34347.8,16.7,166.3,648.0,2020-04-24,False,False,True,False,False
125,35.0,35935.884999999995,50.7,49.1,584.0,2021-04-14,False,False,False,True,False
126,61.0,21017.12,76.5,0.3,633.0,2024-08-10,False,False,False,False,True
127,23.0,35935.884999999995,14.3,122.7,732.0,2020-03-06,False,True,False,False,False
128,35.0,35935.884999999995,22.6,20.1,695.0,2024-07-06,False,True,False,False,False
129,35.0,35935.884999999995,38.3,41.8,695.0,2021-10-08,True,False,False,False,False
130,28.0,39271.79,32.8,13.8,640.0,2022-04-01,True,False,False,False,False
131,18.0,51472.59,20.1,21.1,598.0,2021-07-02,False,False,False,True,False
132,35.0,71329.95,32.7,69.6,648.0,2020-05-15,False,False,False,False,True
133,22.0,35935.884999999995,37.0,33.7,789.0,2021-03-08,True,False,False,False,False
134,40.0,52201.6,26.9,59.2,830.0,2023-03-07,False,True,False,False,False
135,23.0,35935.884999999995,53.6,104.1,736.0,2024-11-29,False,False,False,True,False
136,53.0,35935.884999999995,39.8,25.0,648.0,2024-01-10,True,False,False,False,False
137,35.0,35935.884999999995,22.0,50.4,561.0,2021-10-06,True,False,False,False,False
138,31.0,65065.71,14.6,90.2,850.0,2021-03-11,False,False,True,False,False
139,35.0,35935.884999999995,22.0,75.3,686.0,2023-09-04,False,False,False,True,False
140,35.0,21434.75,31.3,46.6,685.0,2022-10-19,False,False,False,True,False
141,35.0,22941.88,7.3,29.0,602.0,2022-03-21,False,False,False,False,True
142,35.0,35935.884999999995,24.9,31.4,648.0,2024-12-16,True,False,False,False,False
143,18.0,35935.884999999995,61.4,34.1,633.0,2023-08-09,False,False,False,True,False
144,37.0,26213.55,78.8,25.7,566.0,2022-07-28,False,False,False,False,True
145,35.0,35935.884999999995,26.9,72.1,623.0,2020-10-19,True,False,False,False,False
146,44.0,35935.884999999995,7.5,8.0,682.0,2021-06-26,False,True,False,False,False
147,20.0,35935.884999999995,35.4,205.5,773.0,2020-10-12,False,False,True,False,False
148,35.0,30665.47,6.7,90.6,524.0,2021-05-20,False,False,False,False,True
149,35.0,65992.02,20.0,21.2,551.0,2024-03-05,False,False,True,False,False
150,38.0,35935.884999999995,31.8,2.6,616.0,2023-02-23,False,True,False,False,False
151,38.0,35935.884999999995,37.4,74.5,575.0,2023-01-08,False,False,False,True,False
152,39.0,35935.884999999995,53.7,79.5,650.0,2021-06-22,True,False,False,False,False
153,26.0,35935.884999999995,7.1,198.8,611.0,2024-03-09,False,False,False,True,False
154,37.0,35935.884999999995,26.3,17.6,660.0,2023-04-12,False,False,True,False,False
155,35.0,35935.884999999995,18.2,5.2,663.0,2022-05-27,False,False,False,False,False
156,26.0,35935.884999999995,38.8,148.0,542.0,2023-04-10,False,False,False,True,False
157,35.0,35935.884999999995,10.9,18.0,633.0,2022-03-28,False,False,False,False,True
158,40.0,35935.884999999995,8.8,76.7,586.0,2022-01-11,False,False,False,False,True
159,20.0,35935.884999999995,27.9,3.8,741.0,2021-03-25,False,True,False,False,False
160,42.0,35935.884999999995,4.3,85.8,596.0,2020-10-10,False,False,False,False,True
161,23.0,45179.95,45.6,8.2,610.0,2022-11-09,False,False,False,False,True
162,44.0,35935.884999999995,35.6,71.4,577.0,2022-10-07,False,False,False,False,True
163,48.0,33739.84,25.4,45.6,648.0,2020-07-05,False,False,False,False,True
164,25.0,35935.884999999995,18.9,186.7,638.0,2024-03-27,False,True,False,False,False
165,35.0,35935.884999999995,26.9,2.3,648.0,2020-04-06,False,False,False,False,True
166,35.0,35935.884999999995,25.9,20.7,648.0,2024-10-29,False,False,False,False,True
167,44.0,24273.59,52.5,4.3,758.0,2020-08-12,False,False,True,False,False
168,57.0,35935.884999999995,53.0,126.8,773.0,2020-11-09,False,False,False,False,True
169,32.0,19674.99,51.7,54.1,622.0,2023-07-09,False,True,False,False,False
170,25.0,14728.65,55.5,45.9,636.0,2020-11-23,False,True,False,False,False
171,24.0,35935.884999999995,34.8,8.5,604.0,2024-06-10,False,False,False,True,False
172,35.0,35935.884999999995,17.1,40.3,552.0,2023-10-25,False,False,False,False,True
173,34.0,26063.69,47.9,30.5,839.0,2022-05-14,True,False,False,False,False
174,39.0,16380.73,54.7,22.8,605.0,2023-05-06,False,False,False,True,False
175,38.0,35935.884999999995,43.5,88.8,578.0,2020-05-10,False,True,False,False,False
176,35.0,153452.15,44.2,3.8,565.0,2022-02-27,False,False,False,False,False
177,35.0,35935.884999999995,19.8,62.4,600.0,2022-02-20,True,False,False,False,False
178,35.0,35935.884999999995,45.0,103.9,626.0,2023-05-05,False,False,True,False,False
179,31.0,32862.6,14.0,142.7,749.0,2022-08-16,True,False,False,False,False
180,35.0,35935.884999999995,51.2,82.2,648.0,2022-12-19,False,False,False,True,False
181,42.0,35935.884999999995,21.2,19.9,483.0,2021-05-29,False,False,False,False,True
182,35.0,35935.884999999995,8.5,55.1,777.0,2023-02-07,False,False,True,False,False
183,35.0,35935.884999999995,58.8,9.1,784.0,2024-10-28,True,False,False,False,False
184,35.0,48727.96,44.7,7.5,600.0,2020-01-24,False,False,False,False,True
185,35.0,35935.884999999995,36.8,61.1,577.0,2023-10-25,True,False,False,False,False
186,43.0,7600.44,33.5,114.3,648.0,2024-01-16,False,True,False,False,False
187,40.0,35935.884999999995,20.8,4.2,599.0,2020-08-22,False,False,False,False,True
188,35.0,35935.884999999995,41.1,6.7,770.0,2023-10-28,False,False,False,False,False
189,24.0,35935.884999999995,14.2,50.0,689.0,2024-12-17,False,False,True,False,False
190,18.0,145064.78,10.2,14.8,590.0,2023-01-04,False,False,True,False,False
191,29.0,35935.884999999995,50.8,56.8,673.0,2024-03-17,False,False,True,False,False
192,45.0,35935.884999999995,43.6,14.5,656.0,2021-06-30,False,False,True,False,False
193,35.0,56659.65,50.1,7.4,496.0,2024-04-23,False,True,False,False,False
194,20.0,35935.884999999995,62.6,47.3,571.0,2023-08-05,False,True,False,False,False
195,37.0,35935.884999999995,12.9,118.9,597.0,2021-11-27,False,False,False,True,False
196,35.0,35935.884999999995,36.4,69.3,648.0,2020-08-16,False,False,False,False,False
197,24.0,35935.884999999995,25.3,102.5,695.0,2021-08-24,False,True,False,False,False
198,36.0,35935.884999999995,39.5,18.6,648.0,2022-06-09,False,False,True,False,False
199,35.0,18450.61,21.0,130.3,594.0,2020-11-19,False,False,False,True,False
200,35.0,35935.884999999995,47.7,28.4,531.0,2022-07-18,False,False,False,False,True
201,35.0,35935.884999999995,44.4,114.8,582.0,2020-01-07,False,True,False,False,False
202,41.0,35935.884999999995,35.2,38.2,594.0,2024-01-18,False,False,False,False,True
203,47.0,35935.884999999995,4.1,18.7,586.0,2024-11-28,False,False,True,False,False
204,35.0,67278.78,23.1,18.1,648.0,2024-01-13,False,True,False,False,False
205,18.0,35935.884999999995,61.3,50.3,706.0,2021-06-23,False,False,False,True,False
206,23.0,35935.884999999995,39.6,4.9,617.0,2022-10-22,False,False,False,True,False
207,35.0,35935.884999999995,26.9,159.6,690.0,2024-04-09,False,False,False,False,True
208,41.0,24227.1,4.9,19.0,728.0,2020-12-31,False,True,False,False,False
209,41.0,35935.884999999995,4.5,24.5,649.0,2022-11-05,False,False,True,False,False
210,35.0,35935.884999999995,26.9,15.9,559.0,2020-08-05,True,False,False,False,False
211,41.0,35935.884999999995,36.0,0.2,628.0,2024-11-17,True,False,False,False,False
212,35.0,35935.884999999995,39.7,70.8,732.0,2023-07-04,False,False,True,False,False
213,35.0,31563.74,21.8,53.6,700.0,2021-09-03,False,False,False,True,False
214,35.0,35935.884999999995,27.2,99.5,565.0,2024-09-19,True,False,False,False,False
215,31.0,35935.884999999995,8.0,2.5,648.0,2023-08-01,False,False,True,False,False
216,44.0,35935.884999999995,31.5,158.4,624.0,2022-11-05,False,False,False,False,True
217,25.0,45833.56,11.7,24.1,564.0,2023-06-01,False,False,False,True,False
218,35.0,35935.884999999995,43.3,146.6,647.0,2021-02-11,False,False,True,False,False
219,29.0,35935.884999999995,26.9,6.8,528.0,2020-11-09,False,False,False,False,True
220,35.0,35935.884999999995,42.5,81.7,702.0,2022-02-04,False,True,False,False,False
221,62.0,151421.11,18.0,52.0,742.0,2024-04-10,True,False,False,False,False
222,35.0,36708.38,30.3,26.6,570.0,2020-11-26,True,False,False,False,False
223,43.0,35935.884999999995,18.1,4.9,637.0,2023-01-09,True,False,False,False,False
224,35.0,35935.884999999995,26.9,55.7,720.0,2024-05-13,False,False,False,False,False
225,29.0,380227.99,22.3,1.6,544.0,2022-12-22,False,True,False,False,False
226,48.0,35935.884999999995,15.0,41.7,552.0,2020-01-02,False,False,True,False,False
227,35.0,35935.884999999995,45.3,55.6,631.0,2023-05-11,False,False,True,False,False
228,22.0,35935.884999999995,27.2,79.1,628.0,2021-10-25,False,True,False,False,False
229,35.0,58698.55,22.1,284.9,654.0,2022-09-27,False,False,False,False,True
230,43.0,35935.884999999995,29.0,18.1,642.0,2020-02-09,False,False,False,True,False
231,26.0,35935.884999999995,20.6,23.4,544.0,2020-08-17,True,False,False,False,False
232,35.0,35935.884999999995,24.6,25.0,521.0,2022-01-13,False,True,False,False,False
233,35.0,35935.884999999995,39.6,78.9,648.0,2024-12-04,False,False,False,False,True
234,27.0,35935.884999999995,25.7,161.1,690.0,2024-08-30,False,True,False,False,False
235,60.0,46456.23,24.4,219.7,726.0,2024-07-10,False,False,False,True,False
236,42.0,35935.884999999995,46.7,174.9,643.0,2021-09-21,False,True,False,False,False
237,18.0,11869.84,10.7,126.9,707.0,2021-05-05,False,True,False,False,False
238,37.0,35935.884999999995,26.9,282.5,601.0,2020-04-28,False,False,False,False,True
239,27.0,41937.32,21.9,28.3,648.0,2021-05-08,True,False,False,False,False
240,45.0,35935.884999999995,57.1,177.8,724.0,2024-12-03,True,False,False,False,False
241,35.0,35935.884999999995,28.8,85.9,687.0,2023-03-07,False,False,False,False,True
242,35.0,18509.77,23.4,11.1,664.0,2020-06-10,False,False,False,False,False
243,41.0,35935.884999999995,8.1,2.8,648.0,2020-06-24,False,False,False,False,False
244,35.0,61300.59,17.1,14.5,557.0,2024-02-07,False,False,True,False,False
245,35.0,35935.884999999995,39.4,90.5,657.0,2022-09-22,False,False,False,True,False
246,35.0,35935.884999999995,14.1,59.9,675.0,2024-07-29,False,False,True,False,False
247,29.0,35935.884999999995,33.9,15.2,827.0,2020-05-21,False,False,True,False,False
248,27.0,35935.884999999995,53.7,81.3,644.0,2024-04-06,False,True,False,False,False
249,35.0,35935.884999999995,24.0,9.1,620.0,2022-12-26,False,False,False,False,False
250,35.0,50976.07,19.2,103.5,673.0,2024-04-17,False,False,False,False,True
251,35.0,35935.884999999995,7.5,94.8,648.0,2020-09-14,True,False,False,False,False
252,35.0,35935.884999999995,29.5,215.8,678.0,2020-09-19,False,False,False,True,False
253,35.0,35935.884999999995,35.1,9.8,636.0,2023-09-13,False,False,True,False,False
254,35.0,35935.884999999995,10.5,142.3,587.0,2022-08-31,False,True,False,False,False
255,35.0,35935.884999999995,4.6,25.0,583.0,2023-01-30,True,False,False,False,False
256,29.0,35935.884999999995,29.8,32.3,712.0,2020-12-04,False,False,True,False,False
257,50.0,35935.884999999995,22.2,37.9,627.0,2021-06-26,True,False,False,False,False
258,26.0,20111.4,50.7,59.2,811.0,2022-12-16,False,False,False,False,False
259,40.0,35935.884999999995,9.1,315.1,657.0,2024-11-21,False,False,False,False,True
260,35.0,183152.09,52.5,55.0,689.0,2023-05-27,False,False,True,False,False
261,23.0,98916.62,29.7,156.8,606.0,2022-05-16,False,False,True,False,False
262,34.0,35935.884999999995,27.0,17.7,584.0,2021-03-09,False,False,False,True,False
263,18.0,35935.884999999995,46.7,30.5,648.0,2023-01-09,False,False,True,False,False
264,35.0,35935.884999999995,50.1,42.1,746.0,2024-03-26,False,True,False,False,False
265,35.0,35935.884999999995,21.3,23.4,570.0,2024-02-03,True,False,False,False,False
266,35.0,35935.884999999995,36.4,226.0,591.0,2023-11-13,True,False,False,False,False
267,35.0,35935.884999999995,25.1,77.6,597.0,2021-02-15,False,False,False,False,True
268,18.0,23427.73,10.7,39.1,704.0,2023-12-31,False,False,False,False,True
269,29.0,35935.884999999995,33.4,83.5,679.0,2021-09-30,False,True,False,False,False
270,35.0,35935.884999999995,23.6,37.8,642.0,2022-03-28,True,False,False,False,False
271,35.0,35935.884999999995,16.0,1.0,588.0,2023-10-07,False,False,False,False,True
272,18.0,287888.11,16.8,47.0,779.0,2023-08-23,False,False,False,False,True
273,35.0,35935.884999999995,38.6,58.9,728.0,2022-02-03,False,False,False,True,False
274,35.0,35935.884999999995,28.2,238.5,490.0,2022-06-16,False,False,False,True,False
275,23.0,35935.884999999995,21.0,2.5,719.0,2022-11-25,False,True,False,False,False
276,40.0,35935.884999999995,26.9,43.1,627.0,2022-07-13,False,True,False,False,False
277,37.0,35935.884999999995,9.0,6.2,602.0,2020-09-04,False,True,False,False,False
278,35.0,35935.884999999995,45.3,9.7,711.0,2021-05-22,False,True,False,False,False
279,35.0,35935.884999999995,26.2,56.6,678.0,2021-04-05,True,False,False,False,False
280,30.0,35935.884999999995,26.9,15.8,657.0,2020-05-11,False,False,True,False,False
281,35.0,35935.884999999995,31.0,83.0,578.0,2021-11-23,False,True,False,False,False
282,35.0,35935.884999999995,55.9,43.3,731.0,2020-02-13,False,False,False,True,False
283,35.0,35935.884999999995,29.1,14.8,551.0,2023-04-19,False,False,True,False,False
284,20.0,35935.884999999995,16.9,40.8,712.0,2023-02-08,False,False,True,False,False
285,60.0,35935.884999999995,29.5,0.1,657.0,2021-04-16,True,False,False,False,False
286,18.0,50648.32,4.1,119.2,647.0,2023-04-20,False,False,False,False,True
287,35.0,35935.884999999995,21.3,0.8,606.0,2021-03-27,False,False,True,False,False
288,35.0,35935.884999999995,36.8,0.4,648.0,2020-01-15,True,False,False,False,False
289,38.0,35935.884999999995,15.9,56.7,540.0,2020-05-25,True,False,False,False,False
290,27.0,75232.21,55.3,217.9,749.0,2023-12-20,True,False,False,False,False
291,35.0,35935.884999999995,11.5,116.2,618.0,2023-07-16,False,True,False,False,False
292,29.0,35935.884999999995,39.2,17.4,648.0,2020-04-30,False,False,False,False,True
293,35.0,10971.68,19.9,13.1,648.0,2021-04-13,False,True,False,False,False
294,35.0,35935.884999999995,62.5,59.0,620.0,2020-05-18,False,False,False,True,False
295,39.0,35935.884999999995,29.5,103.8,749.0,2020-03-05,False,False,False,False,True
296,26.0,35935.884999999995,12.9,27.0,511.0,2024-10-26,False,True,False,False,False
297,35.0,38702.47,46.0,34.0,644.0,2021-11-07,False,False,False,False,True
298,35.0,66639.95,34.2,7.4,777.0,2020-05-25,False,False,False,False,False
299,35.0,35935.884999999995,43.0,10.0,655.0,2022-11-18,False,False,False,False,False
300,42.0,45389.67,43.7,50.4,665.0,2021-05-02,False,False,False,False,True
301,25.0,35935.884999999995,18.5,6.5,648.0,2021-07-24,False,False,False,True,False
302,28.0,35935.884999999995,68.1,13.5,598.0,2023-10-02,True,False,False,False,False
303,43.0,35935.884999999995,51.0,16.0,693.0,2022-09-21,False,False,False,False,False
304,42.0,35935.884999999995,44.3,35.2,635.0,2021-03-14,False,False,False,True,False
305,35.0,35935.884999999995,25.8,2.8,661.0,2023-01-09,True,False,False,False,False
306,36.0,35935.884999999995,9.8,41.6,694.0,2020-09-27,False,False,False,True,False
307,35.0,35935.884999999995,5.1,158.4,685.0,2024-01-21,False,False,True,False,False
308,27.0,35935.884999999995,9.0,1.5,658.0,2024-12-12,False,False,False,True,False
309,41.0,35935.884999999995,26.9,59.8,722.0,2023-03-15,False,True,False,False,False
310,35.0,35935.884999999995,26.9,108.4,731.0,2023-03-26,False,True,False,False,False
311,35.0,35935.884999999995,19.1,22.5,713.0,2022-08-26,False,True,False,False,False
312,48.0,35935.884999999995,48.5,8.5,734.0,2021-05-12,False,True,False,False,False
313,44.0,35935.884999999995,37.3,2.7,758.0,2024-05-25,False,False,True,False,False
314,35.0,42225.54,55.9,62.0,553.0,2022-08-26,False,False,True,False,False
315,50.0,21475.08,17.8,48.2,850.0,2024-07-11,False,False,True,False,False
316,35.0,29488.42,36.2,15.6,663.0,2022-04-13,True,False,False,False,False
317,35.0,10850.51,56.3,106.9,648.0,2021-01-24,False,False,False,False,True
318,31.0,35935.884999999995,55.8,79.8,663.0,2020-07-12,False,True,False,False,False
319,38.0,35935.884999999995,2.0,19.4,532.0,2020-07-17,False,False,False,False,False
320,33.0,55950.93,15.2,84.0,669.0,2023-09-11,False,True,False,False,False
321,35.0,35935.884999999995,5.7,16.9,587.0,2022-06-01,False,True,False,False,False
322,35.0,13922.85,30.2,67.5,656.0,2021-12-26,False,True,False,False,False
323,25.0,86453.21,37.5,7.6,662.0,2022-05-17,False,False,True,False,False
324,35.0,35935.884999999995,26.9,70.7,603.0,2022-04-21,True,False,False,False,False
325,22.0,35935.884999999995,44.8,16.4,506.0,2022-08-14,False,True,False,False,False
326,35.0,35935.884999999995,22.6,51.0,672.0,2024-11-04,False,True,False,False,False
327,35.0,35935.884999999995,14.4,11.4,650.0,2024-02-02,False,True,False,False,False
328,35.0,35935.884999999995,26.9,77.7,665.0,2020-04-20,False,False,False,True,False
329,42.0,35935.884999999995,6.5,3.8,616.0,2023-10-11,False,True,False,False,False
