customer_id,age,annual_income,spending_score,days_since_last_purchase,credit_score,signup_date,region_Central,region_East,region_North,region_South,region_West
63,21.0,43931.672,22.2,47.4,612.0,2023-01-03,False,False,False,True,False
64,20.0,47319.744,46.1,25.1,629.0,2020-09-12,False,False,False,False,True
65,44.0,78859.82999999999,31.380000000000003,56.2,686.0,2022-02-14,False,True,False,False,False
66,40.6,34242.886,21.0,80.8,651.6,2020-06-10,True,False,False,False,False
67,33.4,100990.356,14.1,26.3,614.8,2023-02-04,False,True,False,False,False
68,47.0,40220.08,22.1,37.6,709.0,2021-08-23,False,False,False,True,False
69,39.0,46219.176,12.0,4.0,657.0,2024-08-25,True,False,False,False,False
70,27.0,42792.409999999996,26.3,54.5,644.0,2023-07-11,True,False,False,False,False
71,32.2,42659.572,21.1,26.4,713.0,2023-06-20,False,True,False,False,False
72,53.0,30462.89,27.9,34.1,534.0,2024-12-18,False,False,False,False,True
73,34.0,53457.514,25.8,33.0,657.4,2024-10-30,False,False,True,False,False
74,53.0,10464.05,38.1,60.0,595.0,2022-01-10,False,False,False,False,True
75,18.0,34536.222,27.4,51.0,733.0,2023-03-28,False,False,False,False,True
76,44.0,39365.02,33.6,32.9,597.0,2021-01-28,True,False,False,False,False
77,36.0,63505.406,33.8,1.0,625.0,2023-12-13,False,False,False,True,False
78,27.4,83260.3,30.8,58.2,525.0,2020-05-22,False,False,False,True,False
79,36.0,47455.65,32.3,127.0,679.0,2020-04-03,True,False,False,False,False
80,18.0,35819.064,22.5,88.1,617.0,2023-09-16,False,False,False,False,True
81,40.4,32714.545999999995,54.7,239.8,607.0,2021-04-11,False,True,False,False,False
82,39.0,61919.159999999996,31.4,9.0,652.0,2024-05-02,False,False,True,False,False
83,52.0,80815.258,6.5,15.1,516.0,2021-08-15,False,False,False,False,False
84,35.0,15438.14,13.1,46.5,595.0,2020-06-12,False,False,False,False,True
85,30.0,42326.373999999996,31.2,16.1,635.0,2024-10-17,False,False,True,False,False
86,28.0,90295.47,23.3,2.1,767.0,2021-04-21,False,True,False,False,False
87,45.0,88234.35800000001,27.3,30.9,665.0,2024-11-09,False,False,True,False,False
88,38.0,54394.42,5.5,20.4,682.0,2020-07-25,True,False,False,False,False
89,30.2,38855.88,33.6,18.4,655.0,2022-02-17,False,False,True,False,False
90,41.0,57146.14600000001,7.6,183.7,850.0,2021-07-23,False,False,True,False,False
91,36.0,8462.43,52.0,16.3,722.0,2022-07-17,False,False,False,False,True
92,46.0,38366.11,17.3,8.3,487.0,2023-07-25,False,False,False,False,True
93,26.0,59480.244000000006,30.4,8.0,668.0,2024-09-04,False,False,False,True,False
94,31.0,43134.674,13.6,98.5,737.0,2022-01-17,False,False,True,False,False
95,28.8,33120.65,3.0,75.3,534.0,2020-11-29,True,False,False,False,False
96,18.0,51871.51000000001,12.5,8.3,658.0,2022-01-28,False,False,False,True,False
97,38.0,73963.21,22.0,14.9,607.0,2021-12-28,False,False,True,False,False
98,41.8,56084.234,25.880000000000003,82.5,582.0,2021-03-05,False,False,False,False,True
99,35.0,60461.806000000004,66.2,19.3,757.0,2023-10-04,True,False,False,False,False
100,36.8,38348.01,26.0,239.5,597.0,2021-06-30,False,True,False,False,False
101,18.0,37860.545999999995,15.7,46.7,598.0,2023-12-08,False,False,False,True,False
102,29.0,34416.022000000004,43.6,12.8,578.0,2023-10-31,False,False,False,False,True
103,33.4,44296.46,21.9,117.5,563.0,2023-08-20,False,True,False,False,False
104,25.0,33860.306,37.0,23.1,606.0,2020-05-26,False,False,True,False,False
105,38.4,50020.52,11.2,20.4,602.0,2023-06-01,True,False,False,False,False
106,39.0,60020.16799999999,44.7,23.8,695.0,2023-07-24,False,False,False,False,True
107,57.0,15931.0,13.3,87.7,648.0,2020-12-16,False,False,False,False,True
108,37.0,28675.788,25.4,11.4,448.0,2022-12-29,True,False,False,False,False
109,32.2,37766.404,25.1,28.9,658.0,2024-02-02,False,False,False,False,True
110,34.0,35225.026,49.5,1.9,728.0,2021-05-16,False,False,False,False,True
111,18.0,24722.81,29.1,105.1,608.0,2020-11-30,False,False,True,False,False
112,33.8,276925.92,30.9,25.0,678.0,2022-08-04,False,False,False,True,False
113,35.0,36301.426,41.5,17.1,630.0,2022-02-16,False,True,False,False,False
114,24.4,11808.9,11.8,52.0,838.0,2021-07-06,True,False,False,False,False
115,35.8,43277.344,21.1,73.2,728.0,2023-08-03,False,True,False,False,False
116,38.0,91479.20999999999,43.6,100.6,581.0,2023-11-10,True,False,False,False,False
117,34.0,29895.778000000002,34.5,25.6,753.0,2023-02-14,True,False,False,False,False
118,39.8,95498.296,22.4,100.4,843.0,2021-03-25,False,False,False,False,True
119,36.4,10240.01,98.58,37.5,633.0,2023-11-03,False,False,True,False,False
120,38.8,50746.60400000001,17.3,6.4,689.0,2021-10-26,True,False,False,False,False
121,44.0,77914.37,17.5,112.4,731.0,2024-09-22,False,True,False,False,False
122,38.6,41716.333999999995,15.0,47.6,560.0,2024-04-22,False,False,False,True,False
123,51.0,29551.91,32.8,55.3,503.0,2024-05-08,False,True,False,False,False
124,34.6,34347.8,16.7,166.3,611.0,2020-04-24,False,False,True,False,False
125,30.4,52384.734,50.7,49.1,584.0,2021-04-14,False,False,False,True,False
126,61.0,21017.12,76.5,0.3,633.0,2024-08-10,False,False,False,False,True
127,23.0,51379.248,14.3,122.7,732.0,2020-03-06,False,True,False,False,False
128,39.0,37975.536,22.6,20.1,695.0,2024-07-06,False,True,False,False,False
129,43.8,65186.436,38.3,41.8,695.0,2021-10-08,True,False,False,False,False
130,28.0,39271.79,32.8,13.8,640.0,2022-04-01,True,False,False,False,False
131,18.0,51472.59,20.1,21.1,598.0,2021-07-02,False,False,False,True,False
132,25.4,71329.95,32.7,69.6,613.2,2020-05-15,False,False,False,False,True
133,22.0,51916.002,37.0,33.7,789.0,2021-03-08,True,False,False,False,False
134,40.0,52201.6,21.32,59.2,830.0,2023-03-07,False,True,False,False,False
135,23.0,31736.7,53.6,104.1,736.0,2024-11-29,False,False,False,True,False
136,53.0,58548.22000000001,39.8,25.0,662.0,2024-01-10,True,False,False,False,False
137,29.6,42299.962,22.0,50.4,561.0,2021-10-06,True,False,False,False,False
138,31.0,65065.71,14.6,90.2,850.0,2021-03-11,False,False,True,False,False
139,35.2,57939.208000000006,22.0,75.3,686.0,2023-09-04,False,False,False,True,False
140,35.0,21434.75,31.3,46.6,685.0,2022-10-19,False,False,False,True,False
141,33.2,22941.88,7.3,29.0,602.0,2022-03-21,False,False,False,False,True
142,36.6,67048.53,24.9,31.4,716.4,2024-12-16,True,False,False,False,False
143,18.0,28936.420000000002,61.4,34.1,633.0,2023-08-09,False,False,False,True,False
144,37.0,26213.55,78.8,25.7,566.0,2022-07-28,False,False,False,False,True
145,33.6,30425.147999999997,38.019999999999996,72.1,623.0,2020-10-19,True,False,False,False,False
146,44.0,48837.266,7.5,8.0,682.0,2021-06-26,False,True,False,False,False
147,20.0,42092.50800000001,35.4,205.5,773.0,2020-10-12,False,False,True,False,False
148,36.6,30665.47,6.7,90.6,524.0,2021-05-20,False,False,False,False,True
149,39.0,65992.02,20.0,21.2,551.0,2024-03-05,False,False,True,False,False
150,38.0,78704.206,31.8,2.6,616.0,2023-02-23,False,True,False,False,False
151,38.0,37820.148,37.4,74.5,575.0,2023-01-08,False,False,False,True,False
152,39.0,20046.294,53.7,79.5,650.0,2021-06-22,True,False,False,False,False
153,26.0,56743.474,7.1,198.8,611.0,2024-03-09,False,False,False,True,False
154,37.0,42884.43,26.3,17.6,660.0,2023-04-12,False,False,True,False,False
155,38.0,106045.36000000002,18.2,5.2,663.0,2022-05-27,False,False,False,False,False
156,26.0,60814.65,38.8,148.0,542.0,2023-04-10,False,False,False,True,False
157,35.6,26582.809999999998,10.9,18.0,633.0,2022-03-28,False,False,False,False,True
158,40.0,67655.228,8.8,76.7,586.0,2022-01-11,False,False,False,False,True
159,20.0,58551.948,27.9,3.8,741.0,2021-03-25,False,True,False,False,False
160,42.0,64081.8,4.3,85.8,596.0,2020-10-10,False,False,False,False,True
161,23.0,45179.95,45.6,8.2,610.0,2022-11-09,False,False,False,False,True
162,44.0,47720.67,35.6,71.4,577.0,2022-10-07,False,False,False,False,True
163,48.0,33739.84,25.4,45.6,648.0,2020-07-05,False,False,False,False,True
164,25.0,43247.795999999995,18.9,186.7,638.0,2024-03-27,False,True,False,False,False
165,37.2,59322.512,25.619999999999997,2.3,698.0,2020-04-06,False,False,False,False,True
166,37.0,42038.90999999999,25.9,20.7,648.0,2024-10-29,False,False,False,False,True
167,44.0,24273.59,52.5,4.3,758.0,2020-08-12,False,False,True,False,False
168,57.0,42742.588,53.0,126.8,773.0,2020-11-09,False,False,False,False,True
169,32.0,19674.99,51.7,54.1,622.0,2023-07-09,False,True,False,False,False
170,25.0,14728.65,55.5,45.9,636.0,2020-11-23,False,True,False,False,False
171,24.0,57688.509999999995,34.8,8.5,604.0,2024-06-10,False,False,False,True,False
172,40.4,56769.676,17.1,40.3,552.0,2023-10-25,False,False,False,False,True
173,34.0,26063.69,47.9,30.5,839.0,2022-05-14,True,False,False,False,False
174,39.0,16380.73,54.7,22.8,605.0,2023-05-06,False,False,False,True,False
175,38.0,57788.59199999999,43.5,88.8,578.0,2020-05-10,False,True,False,False,False
176,40.4,153452.15,44.2,3.8,565.0,2022-02-27,False,False,False,False,False
177,35.0,103105.94600000001,19.8,62.4,600.0,2022-02-20,True,False,False,False,False
178,38.0,65129.462,45.0,103.9,626.0,2023-05-05,False,False,True,False,False
179,31.0,32862.6,14.0,142.7,749.0,2022-08-16,True,False,False,False,False
180,39.6,25069.503999999997,51.2,82.2,586.2,2022-12-19,False,False,False,True,False
181,42.0,36620.814,21.2,19.9,483.0,2021-05-29,False,False,False,False,True
182,33.4,38059.742000000006,8.5,55.1,777.0,2023-02-07,False,False,True,False,False
183,30.8,62823.91399999999,58.8,9.1,784.0,2024-10-28,True,False,False,False,False
184,38.0,48727.96,44.7,7.5,600.0,2020-01-24,False,False,False,False,True
185,31.4,67924.286,36.8,61.1,577.0,2023-10-25,True,False,False,False,False
186,43.0,7600.44,33.5,114.3,585.0,2024-01-16,False,True,False,False,False
187,40.0,187866.244,20.8,4.2,599.0,2020-08-22,False,False,False,False,True
188,37.4,24613.422,41.1,6.7,770.0,2023-10-28,False,False,False,False,False
189,24.0,44209.022,14.2,50.0,689.0,2024-12-17,False,False,True,False,False
190,18.0,145064.78,10.2,14.8,590.0,2023-01-04,False,False,True,False,False
191,29.0,37455.424,50.8,56.8,673.0,2024-03-17,False,False,True,False,False
192,45.0,23846.714,43.6,14.5,656.0,2021-06-30,False,False,True,False,False
193,31.6,56659.65,50.1,7.4,496.0,2024-04-23,False,True,False,False,False
194,20.0,79874.02799999999,62.6,47.3,571.0,2023-08-05,False,True,False,False,False
195,37.0,90091.366,12.9,118.9,597.0,2021-11-27,False,False,False,True,False
196,32.6,113725.82800000001,36.4,69.3,605.4,2020-08-16,False,False,False,False,False
197,24.0,92534.04,25.3,102.5,695.0,2021-08-24,False,True,False,False,False
198,36.0,37005.509999999995,39.5,18.6,664.6,2022-06-09,False,False,True,False,False
199,35.0,18450.61,21.0,130.3,594.0,2020-11-19,False,False,False,True,False
200,27.8,49311.188,47.7,28.4,531.0,2022-07-18,False,False,False,False,True
201,41.6,56036.35600000001,44.4,114.8,582.0,2020-01-07,False,True,False,False,False
202,41.0,32041.215999999997,35.2,38.2,594.0,2024-01-18,False,False,False,False,True
203,47.0,76018.138,4.1,18.7,586.0,2024-11-28,False,False,True,False,False
204,35.6,67278.78,23.1,18.1,648.0,2024-01-13,False,True,False,False,False
205,18.0,47536.623999999996,61.3,50.3,706.0,2021-06-23,False,False,False,True,False
206,23.0,46485.37000000001,39.6,4.9,617.0,2022-10-22,False,False,False,True,False
207,33.0,60011.866,27.76,159.6,690.0,2024-04-09,False,False,False,False,True
208,41.0,24227.1,4.9,19.0,728.0,2020-12-31,False,True,False,False,False
209,41.0,30130.374,4.5,24.5,649.0,2022-11-05,False,False,True,False,False
210,34.6,56692.89399999999,43.772000000000006,15.9,559.0,2020-08-05,True,False,False,False,False
211,41.0,44384.808000000005,36.0,0.2,628.0,2024-11-17,True,False,False,False,False
212,31.2,44620.102,39.7,70.8,732.0,2023-07-04,False,False,True,False,False
213,28.6,31563.74,21.8,53.6,700.0,2021-09-03,False,False,False,True,False
214,36.2,97848.486,27.2,99.5,565.0,2024-09-19,True,False,False,False,False
215,31.0,58595.79400000001,8.0,2.5,651.6,2023-08-01,False,False,True,False,False
216,44.0,93510.866,31.5,158.4,624.0,2022-11-05,False,False,False,False,True
217,25.0,45833.56,11.7,24.1,564.0,2023-06-01,False,False,False,True,False
218,23.6,52433.33,43.3,146.6,647.0,2021-02-11,False,False,True,False,False
219,29.0,92679.544,26.9,6.8,528.0,2020-11-09,False,False,False,False,True
220,36.2,25344.956,42.5,81.7,702.0,2022-02-04,False,True,False,False,False
221,62.0,151421.11,18.0,52.0,742.0,2024-04-10,True,False,False,False,False
222,31.8,36708.38,30.3,26.6,570.0,2020-11-26,True,False,False,False,False
223,43.0,67480.45999999999,18.1,4.9,637.0,2023-01-09,True,False,False,False,False
224,29.6,52925.78400000001,37.160000000000004,55.7,720.0,2024-05-13,False,False,False,False,False
225,29.0,380227.99,22.3,1.6,544.0,2022-12-22,False,True,False,False,False
226,48.0,103590.562,15.0,41.7,552.0,2020-01-02,False,False,True,False,False
227,37.0,56856.630000000005,45.3,55.6,631.0,2023-05-11,False,False,True,False,False
228,22.0,32108.71,27.2,79.1,628.0,2021-10-25,False,True,False,False,False
229,36.8,58698.55,22.1,284.9,654.0,2022-09-27,False,False,False,False,True
230,43.0,43596.058,29.0,18.1,642.0,2020-02-09,False,False,False,True,False
231,26.0,33133.984,20.6,23.4,544.0,2020-08-17,True,False,False,False,False
232,35.8,42480.157999999996,24.6,25.0,521.0,2022-01-13,False,True,False,False,False
233,35.0,30812.577999999998,39.6,78.9,695.8,2024-12-04,False,False,False,False,True
234,27.0,44120.35399999999,25.7,161.1,690.0,2024-08-30,False,True,False,False,False
235,60.0,46456.23,24.4,219.7,726.0,2024-07-10,False,False,False,True,False
236,42.0,108296.29,46.7,174.9,643.0,2021-09-21,False,True,False,False,False
237,18.0,11869.84,10.7,126.9,707.0,2021-05-05,False,True,False,False,False
238,37.0,53660.002,26.2,282.5,601.0,2020-04-28,False,False,False,False,True
239,27.0,41937.32,21.9,28.3,686.6,2021-05-08,True,False,False,False,False
240,45.0,47753.466,57.1,177.8,724.0,2024-12-03,True,False,False,False,False
241,32.6,78680.826,28.8,85.9,687.0,2023-03-07,False,False,False,False,True
242,38.8,18509.77,23.4,11.1,664.0,2020-06-10,False,False,False,False,False
243,41.0,58595.79400000001,8.1,2.8,694.0,2020-06-24,False,False,False,False,False
244,32.2,61300.59,17.1,14.5,557.0,2024-02-07,False,False,True,False,False
245,41.2,75767.94599999998,39.4,90.5,657.0,2022-09-22,False,False,False,True,False
246,41.6,41887.367999999995,14.1,59.9,675.0,2024-07-29,False,False,True,False,False
247,29.0,22466.28,33.9,15.2,827.0,2020-05-21,False,False,True,False,False
248,27.0,28390.168000000005,53.7,81.3,644.0,2024-04-06,False,True,False,False,False
249,40.0,68407.716,24.0,9.1,620.0,2022-12-26,False,False,False,False,False
250,33.4,50976.07,19.2,103.5,673.0,2024-04-17,False,False,False,False,True
251,33.0,30833.506,7.5,94.8,634.6,2020-09-14,True,False,False,False,False
252,29.8,39506.382,29.5,215.8,678.0,2020-09-19,False,False,False,True,False
253,40.6,82904.186,35.1,9.8,636.0,2023-09-13,False,False,True,False,False
254,26.8,106396.19000000002,10.5,142.3,587.0,2022-08-31,False,True,False,False,False
255,32.8,72528.378,4.6,25.0,583.0,2023-01-30,True,False,False,False,False
256,29.0,34260.871999999996,29.8,32.3,712.0,2020-12-04,False,False,True,False,False
257,50.0,38760.852,22.2,37.9,627.0,2021-06-26,True,False,False,False,False
258,26.0,20111.4,50.7,59.2,811.0,2022-12-16,False,False,False,False,False
259,40.0,41477.036,9.1,315.1,657.0,2024-11-21,False,False,False,False,True
260,33.6,183152.09,52.5,55.0,689.0,2023-05-27,False,False,True,False,False
261,23.0,98916.62,29.7,156.8,606.0,2022-05-16,False,False,True,False,False
262,34.0,31675.784000000003,27.0,17.7,584.0,2021-03-09,False,False,False,True,False
263,18.0,51418.312,46.7,30.5,667.8,2023-01-09,False,False,True,False,False
264,33.6,53830.08400000001,50.1,42.1,746.0,2024-03-26,False,True,False,False,False
265,33.0,28439.016000000003,21.3,23.4,570.0,2024-02-03,True,False,False,False,False
266,33.2,43342.7,36.4,226.0,591.0,2023-11-13,True,False,False,False,False
267,33.2,36873.513999999996,25.1,77.6,597.0,2021-02-15,False,False,False,False,True
268,18.0,23427.73,10.7,39.1,704.0,2023-12-31,False,False,False,False,True
269,29.0,45625.156,33.4,83.5,679.0,2021-09-30,False,True,False,False,False
270,30.8,74801.73000000001,23.6,37.8,642.0,2022-03-28,True,False,False,False,False
271,33.4,17070.126,16.0,1.0,588.0,2023-10-07,False,False,False,False,True
272,18.0,287888.11,16.8,47.0,779.0,2023-08-23,False,False,False,False,True
273,40.8,45195.478,38.6,58.9,728.0,2022-02-03,False,False,False,True,False
274,35.0,41238.981999999996,28.2,238.5,490.0,2022-06-16,False,False,False,True,False
275,23.0,46704.528000000006,21.0,2.5,719.0,2022-11-25,False,True,False,False,False
276,40.0,61181.128000000004,23.259999999999998,43.1,627.0,2022-07-13,False,True,False,False,False
277,37.0,141871.154,9.0,6.2,602.0,2020-09-04,False,True,False,False,False
278,32.0,55209.588,45.3,9.7,711.0,2021-05-22,False,True,False,False,False
279,26.8,28127.52,26.2,56.6,678.0,2021-04-05,True,False,False,False,False
280,30.0,54370.036,29.839999999999996,15.8,657.0,2020-05-11,False,False,True,False,False
281,31.8,62111.328,31.0,83.0,578.0,2021-11-23,False,True,False,False,False
282,39.4,39314.092000000004,55.9,43.3,731.0,2020-02-13,False,False,False,True,False
283,31.4,49157.304000000004,29.1,14.8,551.0,2023-04-19,False,False,True,False,False
284,20.0,34744.188,16.9,40.8,712.0,2023-02-08,False,False,True,False,False
285,60.0,68284.738,29.5,0.1,657.0,2021-04-16,True,False,False,False,False
286,18.0,50648.32,4.1,119.2,647.0,2023-04-20,False,False,False,False,True
287,32.4,136407.544,21.3,0.8,606.0,2021-03-27,False,False,True,False,False
288,33.0,38692.894,36.8,0.4,629.0,2020-01-15,True,False,False,False,False
289,38.0,29658.545999999995,15.9,56.7,540.0,2020-05-25,True,False,False,False,False
290,27.0,75232.21,55.3,217.9,749.0,2023-12-20,True,False,False,False,False
291,47.0,85655.954,11.5,116.2,618.0,2023-07-16,False,True,False,False,False
292,29.0,46675.376000000004,39.2,17.4,633.8,2020-04-30,False,False,False,False,True
293,26.6,10971.68,19.9,13.1,592.4,2021-04-13,False,True,False,False,False
294,32.8,21408.964,62.5,59.0,620.0,2020-05-18,False,False,False,True,False
295,39.0,82181.448,29.5,103.8,749.0,2020-03-05,False,False,False,False,True
296,26.0,41256.792,12.9,27.0,511.0,2024-10-26,False,True,False,False,False
297,30.0,38702.47,46.0,34.0,644.0,2021-11-07,False,False,False,False,True
298,42.0,66639.95,34.2,7.4,777.0,2020-05-25,False,False,False,False,False
299,38.0,25349.43,43.0,10.0,655.0,2022-11-18,False,False,False,False,False
300,42.0,45389.67,43.7,50.4,665.0,2021-05-02,False,False,False,False,True
301,25.0,33380.653999999995,18.5,6.5,648.0,2021-07-24,False,False,False,True,False
302,28.0,41524.962,68.1,13.5,598.0,2023-10-02,True,False,False,False,False
303,43.0,41102.56,51.0,16.0,693.0,2022-09-21,False,False,False,False,False
304,42.0,44133.956,44.3,35.2,635.0,2021-03-14,False,False,False,True,False
305,35.4,106217.344,25.8,2.8,661.0,2023-01-09,True,False,False,False,False
306,36.0,55909.96800000001,9.8,41.6,694.0,2020-09-27,False,False,False,True,False
307,31.6,36027.72,5.1,158.4,685.0,2024-01-21,False,False,True,False,False
308,27.0,54173.826,9.0,1.5,658.0,2024-12-12,False,False,False,True,False
309,41.0,89631.42000000001,21.82,59.8,722.0,2023-03-15,False,True,False,False,False
310,35.2,56404.10400000001,39.67999999999999,108.4,731.0,2023-03-26,False,True,False,False,False
311,35.2,38934.941999999995,19.1,22.5,713.0,2022-08-26,False,True,False,False,False
312,48.0,73957.076,48.5,8.5,734.0,2021-05-12,False,True,False,False,False
313,44.0,34960.816000000006,37.3,2.7,758.0,2024-05-25,False,False,True,False,False
314,25.6,42225.54,55.9,62.0,553.0,2022-08-26,False,False,True,False,False
315,50.0,21475.08,17.8,48.2,850.0,2024-07-11,False,False,True,False,False
316,35.0,29488.42,36.2,15.6,663.0,2022-04-13,True,False,False,False,False
317,32.6,10850.51,56.3,106.9,681.6,2021-01-24,False,False,False,False,True
318,31.0,37641.448000000004,55.8,79.8,663.0,2020-07-12,False,True,False,False,False
319,38.0,52761.522,2.0,19.4,532.0,2020-07-17,False,False,False,False,False
320,33.0,55950.93,15.2,84.0,669.0,2023-09-11,False,True,False,False,False
321,30.8,96651.694,5.7,16.9,587.0,2022-06-01,False,True,False,False,False
322,30.8,13922.85,30.2,67.5,656.0,2021-12-26,False,True,False,False,False
323,25.0,86453.21,37.5,7.6,662.0,2022-05-17,False,False,True,False,False
324,38.0,59170.530000000006,45.58,70.7,603.0,2022-04-21,True,False,False,False,False
325,22.0,33452.672000000006,44.8,16.4,506.0,2022-08-14,False,True,False,False,False
326,25.4,38668.384000000005,22.6,51.0,672.0,2024-11-04,False,True,False,False,False
327,32.8,60456.43199999999,14.4,11.4,650.0,2024-02-02,False,True,False,False,False
328,33.8,44747.33,41.44,77.7,665.0,2020-04-20,False,False,False,True,False
329,42.0,63109.928,6.5,3.8,616.0,2023-10-11,False,True,False,False,False
330,42.0,57555.024,37.8,10.8,597.0,2023-08-31,False,False,True,False,False
331,34.0,79422.804,59.0,12.2,633.0,2023-08-16,False,False,True,False,False
332,41.2,38720.488,47.5,2.5,661.0,2020-07-20,False,False,False,False,True
333,35.0,28983.212,39.8,82.0,704.0,2020-05-04,False,False,True,False,False
334,37.8,44876.314,42.4,237.6,585.0,2022-04-04,False,False,False,False,True
335,46.0,90136.612,24.3,90.4,713.0,2024-01-31,True,False,False,False,False
336,33.0,66788.19399999999,40.4,118.2,702.0,2021-11-25,False,False,False,True,False
337,31.8,41537.05,18.8,0.4,692.0,2024-06-27,False,False,True,False,False
338,31.0,78614.81999999999,22.4,7.5,796.0,2024-10-30,False,True,False,False,False
