IP,Timestamp,Status,Full log line
1.96.147.141,23/Nov/2025:18:18:06 +0000,404,"1.96.147.141 - - [23/Nov/2025:18:18:06 +0000] ""GET /products/checkout HTTP/1.1"" 404 2052 ""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
4.18.238.32,09/Nov/2025:12:41:10 +0000,404,"4.18.238.32 - - [09/Nov/2025:12:41:10 +0000] ""GET / HTTP/1.1"" 404 20419 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14.6; rv:131.0) Gecko/20100101 Firefox/131.0"""
241.145.252.18,12/Nov/2025:05:14:08 +0000,404,"241.145.252.18 - - [12/Nov/2025:05:14:08 +0000] ""GET /logout HTTP/1.1"" 404 31325 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
208.199.250.42,19/Nov/2025:09:59:52 +0000,404,"208.199.250.42 - - [19/Nov/2025:09:59:52 +0000] ""GET /index.html HTTP/1.1"" 404 17307 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
84.134.92.150,02/Nov/2025:08:04:23 +0000,404,"84.134.92.150 - - [02/Nov/2025:08:04:23 +0000] ""POST /favicon.ico HTTP/1.1"" 404 28162 ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"""
67.205.85.252,01/Nov/2025:10:06:27 +0000,404,"67.205.85.252 - - [01/Nov/2025:10:06:27 +0000] ""GET /contact HTTP/1.1"" 404 26521 ""curl/8.5.0"""
19.6.148.93,22/Nov/2025:20:36:39 +0000,404,"19.6.148.93 - - [22/Nov/2025:20:36:39 +0000] ""GET /robots.txt HTTP/1.1"" 404 28518 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14.6; rv:131.0) Gecko/20100101 Firefox/131.0"""
251.195.225.93,06/Nov/2025:05:33:55 +0000,404,"251.195.225.93 - - [06/Nov/2025:05:33:55 +0000] ""GET /index.html HTTP/1.1"" 404 34496 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
227.80.189.117,10/Nov/2025:08:39:04 +0000,404,"227.80.189.117 - - [10/Nov/2025:08:39:04 +0000] ""GET /profile/67890 HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
218.24.54.255,12/Nov/2025:09:28:20 +0000,404,"218.24.54.255 - - [12/Nov/2025:09:28:20 +0000] ""GET /contact HTTP/1.1"" 404 100 ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"""
144.130.198.207,25/Nov/2025:04:22:09 +0000,404,"144.130.198.207 - - [25/Nov/2025:04:22:09 +0000] ""PUT / HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0"""
75.124.186.69,07/Nov/2025:18:45:22 +0000,404,"75.124.186.69 - - [07/Nov/2025:18:45:22 +0000] ""GET /blog/page/2 HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0"""
130.115.76.248,16/Nov/2025:10:13:01 +0000,404,"130.115.76.248 - - [16/Nov/2025:10:13:01 +0000] ""GET /products/widgets HTTP/1.1"" 404 5679 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
92.118.144.43,02/Nov/2025:23:40:15 +0000,404,"92.118.144.43 - - [02/Nov/2025:23:40:15 +0000] ""PUT /favicon.ico HTTP/1.1"" 404 16067 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
84.145.186.69,22/Nov/2025:13:56:24 +0000,404,"84.145.186.69 - - [22/Nov/2025:13:56:24 +0000] ""POST /search?q=hacking HTTP/1.1"" 404 1904 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
60.193.186.82,12/Nov/2025:01:33:32 +0000,404,"60.193.186.82 - - [12/Nov/2025:01:33:32 +0000] ""GET /api/v1/orders HTTP/1.1"" 404 27380 ""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36 (compatible; Googlebot/2.1)"""
57.226.130.41,10/Nov/2025:22:51:00 +0000,404,"57.226.130.41 - - [10/Nov/2025:22:51:00 +0000] ""GET /blog HTTP/1.1"" 404 100 ""Wget/1.21.4"""
196.186.11.54,21/Nov/2025:18:49:29 +0000,404,"196.186.11.54 - - [21/Nov/2025:18:49:29 +0000] ""POST /about HTTP/1.1"" 404 100 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
40.80.20.178,06/Nov/2025:10:12:50 +0000,404,"40.80.20.178 - - [06/Nov/2025:10:12:50 +0000] ""GET /login HTTP/1.1"" 404 7535 ""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
190.176.89.36,21/Nov/2025:11:09:53 +0000,404,"190.176.89.36 - - [21/Nov/2025:11:09:53 +0000] ""GET /static/js/app.js HTTP/1.1"" 404 33185 ""Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"""
133.214.159.24,20/Nov/2025:14:29:50 +0000,404,"133.214.159.24 - - [20/Nov/2025:14:29:50 +0000] ""GET /products HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
48.130.114.107,14/Nov/2025:22:58:16 +0000,404,"48.130.114.107 - - [14/Nov/2025:22:58:16 +0000] ""GET / HTTP/1.1"" 404 15631 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
114.45.206.222,16/Nov/2025:12:13:26 +0000,404,"114.45.206.222 - - [16/Nov/2025:12:13:26 +0000] ""POST /static/css/main.css HTTP/1.1"" 404 13682 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
240.9.60.94,15/Nov/2025:02:52:34 +0000,404,"240.9.60.94 - - [15/Nov/2025:02:52:34 +0000] ""GET /api/v1/orders HTTP/1.1"" 404 16350 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15"""
63.201.77.173,24/Nov/2025:13:19:30 +0000,404,"63.201.77.173 - - [24/Nov/2025:13:19:30 +0000] ""GET /static/js/app.js HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
216.244.168.226,21/Nov/2025:10:29:56 +0000,404,"216.244.168.226 - - [21/Nov/2025:10:29:56 +0000] ""GET /static/images/logo.png HTTP/1.1"" 404 100 ""Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"""
181.8.234.61,21/Nov/2025:12:43:07 +0000,404,"181.8.234.61 - - [21/Nov/2025:12:43:07 +0000] ""GET /sitemap.xml HTTP/1.1"" 404 100 ""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36 (compatible; Googlebot/2.1)"""
142.146.254.102,03/Nov/2025:21:46:41 +0000,404,"142.146.254.102 - - [03/Nov/2025:21:46:41 +0000] ""PUT / HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
68.136.159.214,13/Nov/2025:12:09:44 +0000,404,"68.136.159.214 - - [13/Nov/2025:12:09:44 +0000] ""GET /blog HTTP/1.1"" 404 15596 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
230.210.101.22,12/Nov/2025:03:35:04 +0000,404,"230.210.101.22 - - [12/Nov/2025:03:35:04 +0000] ""PUT /index.html HTTP/1.1"" 404 17207 ""facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"""
223.133.151.118,19/Nov/2025:16:08:51 +0000,404,"223.133.151.118 - - [19/Nov/2025:16:08:51 +0000] ""GET /blog/page/2 HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
186.95.94.48,19/Nov/2025:06:08:43 +0000,404,"186.95.94.48 - - [19/Nov/2025:06:08:43 +0000] ""GET /index.html HTTP/1.1"" 404 12976 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
42.164.219.129,09/Nov/2025:17:06:44 +0000,404,"42.164.219.129 - - [09/Nov/2025:17:06:44 +0000] ""POST /user/profile/12345 HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
178.203.245.95,02/Nov/2025:07:12:49 +0000,404,"178.203.245.95 - - [02/Nov/2025:07:12:49 +0000] ""GET /sitemap.xml HTTP/1.1"" 404 9519 ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"""
249.45.156.3,01/Nov/2025:06:06:16 +0000,404,"249.45.156.3 - - [01/Nov/2025:06:06:16 +0000] ""POST /search?q=python HTTP/1.1"" 404 13023 ""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
238.30.121.136,23/Nov/2025:19:05:04 +0000,404,"238.30.121.136 - - [23/Nov/2025:19:05:04 +0000] ""GET /search?q=python HTTP/1.1"" 404 49975 ""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36 (compatible; Googlebot/2.1)"""
192.118.17.202,13/Nov/2025:12:30:14 +0000,404,"192.118.17.202 - - [13/Nov/2025:12:30:14 +0000] ""GET /index.html HTTP/1.1"" 404 19139 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
112.29.7.175,11/Nov/2025:01:47:23 +0000,404,"112.29.7.175 - - [11/Nov/2025:01:47:23 +0000] ""GET /login HTTP/1.1"" 404 13636 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15"""
131.80.23.228,10/Nov/2025:10:04:10 +0000,404,"131.80.23.228 - - [10/Nov/2025:10:04:10 +0000] ""GET / HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
238.49.119.13,12/Nov/2025:13:31:58 +0000,404,"238.49.119.13 - - [12/Nov/2025:13:31:58 +0000] ""GET /api/v1/orders HTTP/1.1"" 404 47852 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
102.101.86.100,03/Nov/2025:07:48:06 +0000,404,"102.101.86.100 - - [03/Nov/2025:07:48:06 +0000] ""GET /blog/page/2 HTTP/1.1"" 404 30270 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0"""
131.206.240.129,22/Nov/2025:12:14:00 +0000,404,"131.206.240.129 - - [22/Nov/2025:12:14:00 +0000] ""GET /favicon.ico HTTP/1.1"" 404 12729 ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/132.0.0.0 Safari/537.36"""
197.121.11.176,09/Nov/2025:12:03:05 +0000,404,"197.121.11.176 - - [09/Nov/2025:12:03:05 +0000] ""GET /products/checkout HTTP/1.1"" 404 4921 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
157.189.125.72,18/Nov/2025:21:00:46 +0000,404,"157.189.125.72 - - [18/Nov/2025:21:00:46 +0000] ""PUT /search?q=python HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
85.160.167.30,16/Nov/2025:22:13:47 +0000,404,"85.160.167.30 - - [16/Nov/2025:22:13:47 +0000] ""GET /favicon.ico HTTP/1.1"" 404 9822 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
187.136.169.250,02/Nov/2025:14:10:26 +0000,404,"187.136.169.250 - - [02/Nov/2025:14:10:26 +0000] ""GET /robots.txt HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
168.88.243.86,11/Nov/2025:23:45:29 +0000,404,"168.88.243.86 - - [11/Nov/2025:23:45:29 +0000] ""GET /sitemap.xml HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
178.104.73.71,09/Nov/2025:00:13:15 +0000,404,"178.104.73.71 - - [09/Nov/2025:00:13:15 +0000] ""POST /index.html HTTP/1.1"" 404 24655 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
38.17.165.216,07/Nov/2025:10:03:10 +0000,404,"38.17.165.216 - - [07/Nov/2025:10:03:10 +0000] ""GET /profile/67890 HTTP/1.1"" 404 4760 ""Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"""
110.23.84.163,14/Nov/2025:05:19:58 +0000,404,"110.23.84.163 - - [14/Nov/2025:05:19:58 +0000] ""GET /static/js/app.js HTTP/1.1"" 404 100 ""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36 (compatible; Googlebot/2.1)"""
249.234.138.94,23/Nov/2025:01:13:41 +0000,404,"249.234.138.94 - - [23/Nov/2025:01:13:41 +0000] ""GET /products HTTP/1.1"" 404 15124 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
225.143.44.130,09/Nov/2025:07:06:56 +0000,404,"225.143.44.130 - - [09/Nov/2025:07:06:56 +0000] ""POST /api/v1/orders HTTP/1.1"" 404 21337 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
108.217.224.84,22/Nov/2025:06:35:26 +0000,404,"108.217.224.84 - - [22/Nov/2025:06:35:26 +0000] ""GET /about HTTP/1.1"" 404 16420 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
79.218.125.66,12/Nov/2025:06:49:44 +0000,404,"79.218.125.66 - - [12/Nov/2025:06:49:44 +0000] ""POST / HTTP/1.1"" 404 100 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14.6; rv:131.0) Gecko/20100101 Firefox/131.0"""
91.176.36.59,15/Nov/2025:02:15:07 +0000,404,"91.176.36.59 - - [15/Nov/2025:02:15:07 +0000] ""GET / HTTP/1.1"" 404 2778 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
128.79.3.157,03/Nov/2025:07:27:21 +0000,404,"128.79.3.157 - - [03/Nov/2025:07:27:21 +0000] ""POST /index.html HTTP/1.1"" 404 11064 ""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
189.75.95.172,06/Nov/2025:13:44:38 +0000,404,"189.75.95.172 - - [06/Nov/2025:13:44:38 +0000] ""POST /products HTTP/1.1"" 404 10207 ""Slackbot-LinkExpanding 1.0 (+https://api.slack.com/robots)"""
71.48.63.54,14/Nov/2025:12:00:08 +0000,404,"71.48.63.54 - - [14/Nov/2025:12:00:08 +0000] ""POST /favicon.ico HTTP/1.1"" 404 6467 ""Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"""
168.190.89.160,07/Nov/2025:15:57:14 +0000,404,"168.190.89.160 - - [07/Nov/2025:15:57:14 +0000] ""POST /robots.txt HTTP/1.1"" 404 26168 ""facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"""
53.28.53.6,16/Nov/2025:08:02:40 +0000,404,"53.28.53.6 - - [16/Nov/2025:08:02:40 +0000] ""GET / HTTP/1.1"" 404 12731 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
70.220.182.135,24/Nov/2025:09:38:34 +0000,404,"70.220.182.135 - - [24/Nov/2025:09:38:34 +0000] ""GET /login HTTP/1.1"" 404 100 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14.6; rv:131.0) Gecko/20100101 Firefox/131.0"""
200.13.165.190,11/Nov/2025:14:03:37 +0000,404,"200.13.165.190 - - [11/Nov/2025:14:03:37 +0000] ""GET /sitemap.xml HTTP/1.1"" 404 27144 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
235.131.102.245,18/Nov/2025:23:51:18 +0000,404,"235.131.102.245 - - [18/Nov/2025:23:51:18 +0000] ""GET /robots.txt HTTP/1.1"" 404 7086 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14.6; rv:131.0) Gecko/20100101 Firefox/131.0"""
65.197.241.114,11/Nov/2025:19:55:05 +0000,404,"65.197.241.114 - - [11/Nov/2025:19:55:05 +0000] ""GET / HTTP/1.1"" 404 719 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15"""
60.11.79.204,03/Nov/2025:03:40:52 +0000,404,"60.11.79.204 - - [03/Nov/2025:03:40:52 +0000] ""GET /robots.txt HTTP/1.1"" 404 274 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0"""
57.118.112.185,21/Nov/2025:10:55:48 +0000,404,"57.118.112.185 - - [21/Nov/2025:10:55:48 +0000] ""GET /products HTTP/1.1"" 404 15352 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14.6; rv:131.0) Gecko/20100101 Firefox/131.0"""
152.197.15.86,06/Nov/2025:01:39:14 +0000,404,"152.197.15.86 - - [06/Nov/2025:01:39:14 +0000] ""DELETE /login HTTP/1.1"" 404 8198 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0"""
156.138.247.28,15/Nov/2025:03:23:55 +0000,404,"156.138.247.28 - - [15/Nov/2025:03:23:55 +0000] ""GET /api/v1/users HTTP/1.1"" 404 19440 ""Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"""
33.239.56.49,10/Nov/2025:16:12:41 +0000,404,"33.239.56.49 - - [10/Nov/2025:16:12:41 +0000] ""GET /sitemap.xml HTTP/1.1"" 404 100 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15"""
42.250.180.231,10/Nov/2025:01:40:12 +0000,404,"42.250.180.231 - - [10/Nov/2025:01:40:12 +0000] ""GET /products HTTP/1.1"" 404 28216 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
223.127.64.236,25/Nov/2025:15:32:55 +0000,404,"223.127.64.236 - - [25/Nov/2025:15:32:55 +0000] ""GET /api/v1/orders HTTP/1.1"" 404 35180 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
162.31.196.206,19/Nov/2025:11:33:59 +0000,404,"162.31.196.206 - - [19/Nov/2025:11:33:59 +0000] ""GET / HTTP/1.1"" 404 100 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
82.70.62.207,21/Nov/2025:06:23:02 +0000,404,"82.70.62.207 - - [21/Nov/2025:06:23:02 +0000] ""GET /static/images/hero.jpg HTTP/1.1"" 404 17634 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15"""
19.98.112.105,17/Nov/2025:05:30:36 +0000,404,"19.98.112.105 - - [17/Nov/2025:05:30:36 +0000] ""POST /blog HTTP/1.1"" 404 4776 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14.6; rv:131.0) Gecko/20100101 Firefox/131.0"""
105.104.244.90,04/Nov/2025:22:14:44 +0000,404,"105.104.244.90 - - [04/Nov/2025:22:14:44 +0000] ""GET /products HTTP/1.1"" 404 10204 ""Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"""
246.2.249.17,14/Nov/2025:16:46:56 +0000,404,"246.2.249.17 - - [14/Nov/2025:16:46:56 +0000] ""GET / HTTP/1.1"" 404 8581 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
94.107.36.140,08/Nov/2025:19:12:24 +0000,404,"94.107.36.140 - - [08/Nov/2025:19:12:24 +0000] ""GET /blog HTTP/1.1"" 404 8077 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15"""
114.99.14.107,14/Nov/2025:03:06:13 +0000,404,"114.99.14.107 - - [14/Nov/2025:03:06:13 +0000] ""GET /static/css/main.css HTTP/1.1"" 404 100 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
